ladder_step cycle_step iter_num loss                   e_loss_contrib         f_loss_contrib         reg_loss               rmse_epa               rmse_f_comp            low_rmse_epa           low_rmse_f_comp        mae_f_comp             low_mae_f_comp         nfuncs ncoefs l1_reg_contrib         l2_reg_contrib         smooth_orth            smooth_w1              smooth_w2              smooth_w3             
0           0          0        60.11287036423738      60.1028552173152       0.010015146922161053   0.0                    7.691770390352927      1.4295164557502564     8.162009372645029      0.941454263781748      0.7210437335796909     0.5211521292084602     213    2204   0.0                    0.0                    0                      0                      0                      0                     
0           0          1        15.44405085861339      15.417157077439681     0.026893780762427134   4.1127468253577803e-10 5.391739996471769      1.7080589169828337     1.6782781348898006     1.2757894524433822     0.8899851658389492     0.6824846334740106     213    2204   4.1087503205001926e-10 3.9965048575877895e-13 0                      0                      0                      0                     
0           0          2        7.43957230159428       7.419075430367031      0.02049687075906075    4.68189106062143e-10   3.4266978886465447     1.6066822184521201     1.7710057859075874     1.1610528212644968     0.8358443248918382     0.6312506134149241     213    2204   4.676304936347503e-10  5.586124273926683e-13  0                      0                      0                      0                     
0           0          3        6.740303434992446      6.722402708968842      0.01790072551651751    5.070881012322743e-10  3.1724957963845584     1.5653308823599033     2.0443323543559067     1.109790854130009      0.8115180585204199     0.6078888455298607     213    2204   5.065034558976092e-10  5.846453346651208e-13  0                      0                      0                      0                     
0           0          4        5.501988002672333      5.486187285485656      0.0158007164354058     7.51273311543374e-10   2.823583997657918      1.524756305423715      1.893787731036184      1.0626211166721753     0.7822847573327785     0.5793898634368988     213    2204   7.505153633313373e-10  7.57948212036636e-13   0                      0                      0                      0                     
0           0          5        3.98267936753672       3.9711566145621897     0.01152275146407778    1.5104524807909577e-09 2.244252234726145      1.4347347613517376     1.8984064114644992     0.9602407452222985     0.7205373600823209     0.5222664322681357     213    2204   1.5083111829522252e-09 2.1412978387325877e-12 0                      0                      0                      0                     
0           0          6        3.653338525677996      3.6447193342378763     0.00861918848361867    2.9565007031128834e-09 1.987656866240041      1.3390463458547324     2.081502095451526      0.8376860940480572     0.6259097370316348     0.42437845765100857    213    2204   2.9488094961225087e-09 7.69120699037465e-12   0                      0                      0                      0                     
0           0          7        1.1270136293886373     1.0927104121627955     0.03430321238730936    4.8385325580061805e-09 1.671846657981173      1.6735670904683064     0.5752276374138325     1.3572590684649817     0.9992473248010855     0.8701635678202603     213    2204   4.817535339310013e-09  2.099721869616773e-11  0                      0                      0                      0                     
0           0          8        0.5395778156978455     0.5226539745009692     0.016923831666605542   9.530270680380608e-09  1.0267284499929785     1.3696677820368723     0.47486071092495286    0.9747870268002047     0.6676295486920816     0.49478354122077717    213    2204   9.438017036477163e-09  9.225364390344538e-11  0                      0                      0                      0                     
0           0          9        0.4742185894965033     0.4572772221781689     0.01694135730755063    1.0010783787751887e-08 1.0062653650073914     1.369932798441841      0.38807211930979235    0.9836983005113722     0.680096605267703      0.5123110019344742     213    2204   9.909164022661945e-09  1.0161976508994203e-10 0                      0                      0                      0                     
0           0          10       0.3787747791030982     0.361601646051209      0.01717312284095004    1.0210939151049758e-08 0.8794904575035842     1.3741174334918158     0.3558095077949198     0.9961390083819458     0.6998283650573079     0.5361663374972275     213    2204   1.0105756981969957e-08 1.0518216907980048e-10 0                      0                      0                      0                     
0           0          11       0.27757514063240707    0.25826778153151125    0.019307347565062992   1.1535832765939221e-08 0.6767986758728775     1.3664019918902912     0.3506427804996055     1.0166687962179426     0.7501148889748189     0.6068437828925136     213    2204   1.1422660463436953e-08 1.131723025022693e-10  0                      0                      0                      0                     
0           0          12       0.16673777261610226    0.15490937434943874    0.01182838469041478    1.3576248697551984e-08 0.53226666565355       1.2140573633305147     0.3302953719833865     0.8220809972047554     0.5850169185770698     0.42540730675831456    213    2204   1.3447253019816467e-08 1.2899567773551675e-10 0                      0                      0                      0                     
