ladder_step cycle_step iter_num loss                   e_loss_contrib         f_loss_contrib         reg_loss               rmse_epa               rmse_f_comp            low_rmse_epa           low_rmse_f_comp        mae_f_comp             low_mae_f_comp         nfuncs ncoefs l1_reg_contrib         l2_reg_contrib         smooth_orth            smooth_w1              smooth_w2              smooth_w3             
0           0          0        62.412069373381605     61.32269253348486      1.089376597472315      2.424244645654774e-07  7.870331230017371      6.025989814883293      7.993281247649766      2.3730342890796066     0.8839335883210319     0.5552915880094497     101    532    0.0                    0.0                    0                      4.1407087739712363e-08 6.74084441417702e-08   1.3360893268399483e-07
0           0          1        37.49113965647276      36.39130973668365      1.0998296773196636     2.424694344798558e-07  6.062911736445031      6.054831892297984      5.446956625020742      2.422377539441492      0.9647690358278327     0.6324865747908569     101    532    4.4955386578916884e-11 1.452779960763379e-14  0                      4.140708773971235e-08  6.740844414177017e-08  1.3360893268399473e-07
0           0          2        22.018855314731773     20.92606743792922      1.092787634182232      2.4262031518247897e-07 4.597547374034787      6.035416677640499      4.4159396830020645     2.406495526099764      0.9322159002540914     0.6099758818832659     101    532    1.9576606931055383e-10 1.4074392732265842e-13 0                      4.14071549545167e-08   6.740846753944082e-08  1.3360878587528354e-07
0           0          3        9.15261058302585       8.08923574063581       1.0633745982139602     2.4417608189673195e-07 2.858486521318831      5.953639218198006      2.424160683103247      2.28866389510163       0.7615337331237126     0.45576277002780397    101    532    1.2535353595287385e-09 4.598081059876854e-12  0                      4.1554350030862296e-08 6.746581895132051e-08  1.3389777947396053e-07
0           0          4        5.576617421598582      4.515988927106317      1.0606282493771695     2.4511509496311554e-07 2.135791416986937      5.945946096227159      1.5655810130593648     2.3064693476744873     0.8640277471163998     0.5571352657069537     101    532    1.7980372109463816e-09 9.54354545063437e-12   0                      4.162065991507263e-08  6.749165154176833e-08  1.3419520274987756e-07
0           0          5        2.9218912428793966     1.8524276108053002     1.069463386658086      2.454160100576212e-07  1.367895829664465      5.970659892781497      1.1262360509749358     2.3030796994498455     0.7610272857608568     0.45078454406159296    101    532    2.0045966294012854e-09 1.1208028939288213e-11 0                      4.16359187803807e-08   6.749763044709622e-08  1.3426665617180368e-07
0           0          6        2.2774039349643136     1.2041989146204806     1.0732047749933535     2.4535047936862974e-07 1.1028882717758348     5.981094590438982      0.5888840277209735     2.3108089789549373     0.7448044499273516     0.430363038776002      101    532    1.8935507336554613e-09 1.0175003814610924e-11 0                      4.1643496662910435e-08 6.750053306671299e-08  1.3430272390153624e-07
0           0          7        1.8849636312626346     0.7998888045341668     1.0850745813384142     2.4539005439113614e-07 0.8988706744735038     6.014079539819912      0.5157559230044931     2.350574699056283      0.7829090918585381     0.4542669541814113     101    532    1.916324237739799e-09  1.0712661710938392e-11 0                      4.1642623040457146e-08 6.749965176190363e-08  1.3432074268932462e-07
0           0          8        1.7339030094581265     0.6655916843891353     1.068311079378208      2.456907829738895e-07  0.8199480670849213     5.967442443175045      0.41432271389074843    2.3144400453089795     0.8187633067566031     0.49932202801125275    101    532    2.221296741997634e-09  1.4570426127498393e-11 0                      4.164458093582531e-08  6.749996280068654e-08  1.3431037206925248e-07
0           0          9        1.6722070993064029     0.6326223609193754     1.0395844921115807     2.462754470864238e-07  0.7993825653447459     5.886664284951144      0.3470315648431993     2.2510890286770335     0.8834679116002756     0.5820830812708353     101    532    2.8239636880905333e-09 1.920078265015939e-11  0                      4.164216870403949e-08  6.750027247228272e-08  1.342898414393609e-07 
0           0          10       1.6269898811138068     0.5885165239139745     1.0384731105342804     2.466655520321904e-07  0.771013057779595      5.883516835290156      0.3193022794468135     2.2584635243271363     0.9333376844521573     0.6298692051787065     101    532    3.2308681641280185e-09 2.2653714028665772e-11 0                      4.1638570897145125e-08 6.750018087305003e-08  1.342732783838386e-07 
