ladder_step cycle_step iter_num loss                   e_loss_contrib         f_loss_contrib         reg_loss               rmse_epa               rmse_f_comp            low_rmse_epa           low_rmse_f_comp        mae_f_comp             low_mae_f_comp         nfuncs ncoefs l1_reg_contrib         l2_reg_contrib         smooth_orth            smooth_w1              smooth_w2              smooth_w3             
0           0          0        95.7562263996762       95.69696136919838      0.059265030477827066   0.0                    9.787377285224151      4.44466085987173       10.053281838079174     2.1815490759574327     0.5207803503050528     0.39148996779783174    71     778    0.0                    0.0                    0                      0                      0                      0                     
0           0          1        81.29862202476212      81.23922210100369      0.059399923692812315   6.560069356497897e-11  9.01779034152199       4.449716234128956      9.080870726129643      2.1880604513813005     0.5338819481308414     0.4038894995226019     71     778    6.55879826901105e-11   1.2710874868459243e-14 0                      0                      0                      0                     
0           0          2        62.51828423938892      62.458721392824415     0.059562846407531955   1.5696615618333955e-10 7.907037538513388      4.455814418918721      8.054180144478641      2.1979722036605813     0.5515507566217426     0.421452988767817      71     778    1.568927177879938e-10  7.34383953457491e-14   0                      0                      0                      0                     
0           0          3        46.64256501787328      46.58261051968364      0.059954497335063535   8.54579816898539e-10   6.828560592060604      4.470439849167103      5.889725794475969      2.225226961529418      0.5868670691332927     0.4570486958728819     71     778    8.525582097393098e-10  2.0216071592291876e-12 0                      0                      0                      0                     
0           0          4        27.53337006933464      27.47347204777306      0.05989801983788148    1.723703849693714e-09  5.244137013922677      4.468333762447382      4.349183102096652      2.227781294898507      0.5788305336492735     0.4505147449038269     71     778    1.7167225780178502e-09 6.981271675863699e-12  0                      0                      0                      0                     
0           0          5        23.756277960762905     23.696592398824333     0.05968556017268243    1.7658932530808538e-09 4.8703503684576805     4.4604020810042995     4.53859372074308       2.214792310711541      0.5625013951508733     0.4345953028040941     71     778    1.757455400021732e-09  8.437853059121817e-12  0                      0                      0                      0                     
0           0          6        17.249220713433154     17.189257915719395     0.05996279559276695    2.1209897579782617e-09 4.148067547678013      4.470749213601937      3.4262284121131614     2.2354085497882643     0.5735600421517295     0.44565897726109943    71     778    2.1092453872375483e-09 1.174437074071346e-11  0                      0                      0                      0                     
0           0          7        15.02241653287893      14.962462402493177     0.05995412798962465    2.396133067568989e-09  3.870069746443274      4.470426079231698      3.454394870176464      2.231550559977684      0.5678483079136647     0.43869038504813346    71     778    2.382973134959221e-09  1.3159932609767833e-11 0                      0                      0                      0                     
0           0          8        12.405198096783023     12.345378737782587     0.059819356115875945   2.8845570323860778e-09 3.515357232808188      4.465398680068629      3.5678223469388692     2.2176243196506604     0.5508145822365444     0.4196620086726081     71     778    2.8691114909559934e-09 1.5445541430084414e-11 0                      0                      0                      0                     
0           0          9        11.520422954099049     11.460622665255828     0.05980028555904911    3.2841708481921617e-09 3.3870480894158916     4.464686833326952      3.403981069248668      2.213011560376729      0.5339098308062821     0.40091044032604434    71     778    3.2665784673875698e-09 1.7592380804591972e-11 0                      0                      0                      0                     
0           0          10       10.232792374262694     10.172993728355685     0.05979864214083343    3.766173620356162e-09  3.191109040014293      4.464625484137628      3.2074739715425733     2.210460176559808      0.5216341118191281     0.38713039440211977    71     778    3.745257280480635e-09  2.091633987552609e-11  0                      0                      0                      0                     
0           0          11       8.16503436923054       8.105241599787202      0.05979276447644034    4.966896642241504e-09  2.848395154247729      4.464406062641121      2.7942630722280972     2.205534672582832      0.510894663011576      0.37455912905633243    71     778    4.936722882183354e-09  3.01737600581498e-11   0                      0                      0                      0                     
0           0          12       7.356524314557196      7.296603800849242      0.05992050800058593    5.7073667867270455e-09 2.702574274383185      4.469172481216403      2.6169500896005378     2.206635565408899      0.5325408360679925     0.39617510299058234    71     778    5.6713720299066905e-09 3.5994756820355153e-11 0                      0                      0                      0                     
0           0          13       6.533792919657883      6.473116328040959      0.060676585172458726   6.444465173543982e-09  2.5455050430052033     4.4972801103355335     2.363533857965954      2.2420781035002793     0.6401569190018317     0.506512702114623      71     778    6.400769543762311e-09  4.3695629781670885e-11 0                      0                      0                      0                     
0           0          14       5.185588076388667      5.1242600585908615     0.06132801040242807    7.395376889386107e-09  2.2648155439326394     4.521357111990016      2.046646041788681      2.2787130928134207     0.738744316530108      0.6113088498285139     71     778    7.338405189359246e-09  5.6971700026861104e-11 0                      0                      0                      0                     
0           0          15       3.332481203147787      3.266114503100165      0.06636669016356482    9.884057497821327e-09  1.8081437683401038     4.703427479458105      1.2668865048108133     2.5670470340027087     1.1574972918594575     1.041361774989704      71     778    9.792132759092332e-09  9.192473872899425e-11  0                      0                      0                      0                     
0           0          16       3.240271768179862      3.171907021874         0.06836473549297814    1.0812885334101178e-08 1.7818760069033919     4.77370350611829       1.225009918400556      2.666114667658586      1.271303912436452      1.1575318763391478     71     778    1.0705044058650632e-08 1.0784127545054569e-10 0                      0                      0                      0                     
0           0          17       3.0687879264695024     3.000884428285231      0.06790348715893414    1.1025337677213913e-08 1.7331729044160111     4.757572460787616      1.1900428377140464     2.641702549173517      1.2453436461359224     1.1319858826039733     71     778    1.0913997519642365e-08 1.1134015757154791e-10 0                      0                      0                      0                     
0           0          18       1.8604588314308634     1.7952706427020313     0.06518817484531404    1.3883518170633413e-08 1.3405475412727603     4.661479552149156      0.851905685053409      2.457498684176769      0.9954033726916572     0.8722831269546077     71     778    1.3705598160404429e-08 1.7792001022898356e-10 0                      0                      0                      0                     
0           0          19       1.6854731153773839     1.6199962161740729     0.06547688440274191    1.480056865003127e-08  1.2734275927621799     4.671790677486238      0.7672184206200579     2.463037870165737      0.9579008611792763     0.828247262275524      71     778    1.4596852271930868e-08 2.037163781004022e-10  0                      0                      0                      0                     
0           0          20       1.650648244264789      1.585673112974029      0.0649751151210604     1.616969997504854e-08  1.2598652203102423     4.653855574361987      0.6968853399723853     2.4534700862737537     0.9575285898258202     0.829456579658414      71     778    1.5949515056858292e-08 2.2018491819024672e-10 0                      0                      0                      0                     
0           0          21       1.3556044789954476     1.2916663609852599     0.06393809895272194    1.9057465797638233e-08 1.137083690985657      4.616567951509793      0.5898812514380438     2.3525366188412233     0.8479837794912952     0.7146064483062256     71     778    1.8782864616429623e-08 2.746011812086103e-10  0                      0                      0                      0                     
0           0          22       1.0413391668986698     0.9796754719987424     0.06166366899461776    2.5905309591544618e-08 0.9902808329594536     4.533713304956464      0.4805593800814634     2.2340089418741114     0.7057060630574721     0.5750866296432042     71     778    2.5453480916342216e-08 4.518286752024017e-10  0                      0                      0                      0                     
0           0          23       0.8312238956442908     0.771228740678636      0.059995124991943316   2.997371154638316e-08  0.8786357273751482     4.471954270485607      0.4618809396121648     2.198147392299107      0.6777334781809751     0.5526790769287608     71     778    2.939620163764003e-08  5.775099087431347e-10  0                      0                      0                      0                     
0           0          24       0.7654373554144229     0.7059909430717491     0.05944638068122622    3.166144710601666e-08  0.8406531036714618     4.45145596710508       0.44264486912290507    2.1785611048154174     0.6726369499358129     0.5470619526273275     71     778    3.102951576388423e-08  6.319313421324231e-10  0                      0                      0                      0                     
0           0          25       0.6991759346057548     0.6403944421673035     0.05878145888238755    3.355606355490443e-08  0.8006469119686581     4.426490667273853      0.3899782316927921     2.172102969389427      0.7069225675132645     0.5801473735103869     71     778    3.286248593133102e-08  6.935776235734048e-10  0                      0                      0                      0                     
0           0          26       0.6621990290925911     0.6035782158727386     0.058620778267207116   3.495264544896324e-08  0.7772917073216525     4.420436564684803      0.36765367375737557    2.1867536607142246     0.749257555557359      0.6248588674188978     71     778    3.421070962896606e-08  7.41935819997181e-10   0                      0                      0                      0                     
0           0          27       0.6102933955068895     0.551636076624827      0.058657282228077826   3.665398475849056e-08  0.743093712050988      4.421812683658058      0.3771216999215699     2.19944204169007       0.7745667786210012     0.6526872756597316     71     778    3.584768328717239e-08  8.063014713181692e-10  0                      0                      0                      0                     
0           0          28       0.5371977552790805     0.4801025539879756     0.0570951619565079     3.933459690091169e-08  0.693241038258051      4.362536034483763      0.30789569821740637    2.113923878009532      0.6548989692319358     0.5269001673686212     71     778    3.8413895026617036e-08 9.20701874294653e-10   0                      0                      0                      0                     
